Attaching to zammad_zammad-scheduler_1
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:43:33.503242 #1-46965918672320]  INFO -- : Running job thread for 'Import OTRS diff load' (Import::OTRS.diff_worker) status is: sleep
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.055225 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 1f0afb77-c421-45af-949b-b29f5fc7cfe8) to DelayedJob(default) with arguments: "User", 19
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.073617 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 2)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.111769 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 7f6a8160-2835-47f6-9af1-51b01a83435b) to DelayedJob(default) with arguments: "User", 2
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.128266 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 20)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.159649 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: ab17c695-f3c6-4d83-86ec-c7b4f948e934) to DelayedJob(default) with arguments: "User", 20
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.187038 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 21)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.219496 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 10e353b5-a993-4a69-bcf6-713dc90f0990) to DelayedJob(default) with arguments: "User", 21
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.229720 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 22)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.246445 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: c6614e84-9a92-4a89-b902-08dd49d4364a) to DelayedJob(default) with arguments: "User", 22
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.255611 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 23)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.275175 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: ccee4a4a-13dc-45d3-9420-81cf08fc3cbd) to DelayedJob(default) with arguments: "User", 23
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.284135 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 24)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.300480 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: e0a6d03d-5317-4826-9f18-ee6a0bdff3c9) to DelayedJob(default) with arguments: "User", 24
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.308930 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 25)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.325916 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 4da51ee3-e981-4f9f-bfbc-6bfb050b171b) to DelayedJob(default) with arguments: "User", 25
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.334718 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 26)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.353169 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 6de3ecbf-0360-47ad-abdd-c0f5d363c999) to DelayedJob(default) with arguments: "User", 26
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.361878 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 27)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.379649 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 053e09a7-4a94-430e-b5eb-5c49afe52563) to DelayedJob(default) with arguments: "User", 27
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.388477 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 3)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.405400 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 484886f6-7e58-4f4a-be68-26e3368a88d3) to DelayedJob(default) with arguments: "User", 3
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.414091 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 4)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.430644 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: c421b811-1a12-4aa1-a91f-64bf2a994c4f) to DelayedJob(default) with arguments: "User", 4
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.439882 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 5)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.458497 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: b8b8f22b-ffd2-48d3-bdd2-b2fd8fe595de) to DelayedJob(default) with arguments: "User", 5
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.467070 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 6)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.484490 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: edf8b3b2-5d96-4911-937e-4218db012193) to DelayedJob(default) with arguments: "User", 6
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.493087 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 7)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.510005 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 8eb34ed6-71ce-4129-bb22-8686fe8e0542) to DelayedJob(default) with arguments: "User", 7
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.518583 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 8)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.531600 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [959c0b8d-497d-4876-bb92-69ac9c377756] from DelayedJob(default) with arguments: ["User", 10] (id=83618) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.558414 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 959c0b8d-497d-4876-bb92-69ac9c377756) from DelayedJob(default) with arguments: "User", 10
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.573301 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: e4d9f7d7-03e7-4bb9-a665-4eb7d73ad011) to DelayedJob(default) with arguments: "User", 8
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.595141 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/10?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.597665 #1-46965991318660]  INFO -- : thread#-: update User.find_by(id: 9)
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.615496 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.622963 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 959c0b8d-497d-4876-bb92-69ac9c377756) from DelayedJob(default) in 59.3ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.629327 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [959c0b8d-497d-4876-bb92-69ac9c377756] from DelayedJob(default) with arguments: ["User", 10] (id=83618) (queue=default) COMPLETED after 0.0971
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.631883 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [fdea877c-566c-421f-bfbf-6cafff6850da] from DelayedJob(default) with arguments: ["User", 11] (id=83619) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.658995 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: fdea877c-566c-421f-bfbf-6cafff6850da) from DelayedJob(default) with arguments: "User", 11
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.664023 #1-46965991318660]  INFO -- : Enqueued SearchIndexJob (Job ID: 6bcb26db-233b-4e32-af76-349a4b3cf75d) to DelayedJob(default) with arguments: "User", 9
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.670586 #1-46965991318660]  INFO -- : thread#-: loading Customer...
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.675635 #1-46965991318660]  INFO -- : thread#-: POST: http://support.duxtel.net/public.pl?Action=ZammadMigrator
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.676123 #1-46965991318660]  INFO -- : thread#-: PARAMS: {:Subaction=>"Export", :Object=>"Customer", :Limit=>"", :Offset=>"", :Diff=>0, :Action=>"ZammadMigrator", :Key=>"mjmvw8hgg8rmjmvw8hgg8r"}
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.683558 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/11?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.691987 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.697055 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: fdea877c-566c-421f-bfbf-6cafff6850da) from DelayedJob(default) in 33.31ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.698916 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [fdea877c-566c-421f-bfbf-6cafff6850da] from DelayedJob(default) with arguments: ["User", 11] (id=83619) (queue=default) COMPLETED after 0.0665
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.701321 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [e02569af-eccb-47b5-a842-f29b6b6aed93] from DelayedJob(default) with arguments: ["User", 12] (id=83620) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.727871 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: e02569af-eccb-47b5-a842-f29b6b6aed93) from DelayedJob(default) with arguments: "User", 12
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.741202 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/12?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.746546 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.751053 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: e02569af-eccb-47b5-a842-f29b6b6aed93) from DelayedJob(default) in 22.39ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.752860 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [e02569af-eccb-47b5-a842-f29b6b6aed93] from DelayedJob(default) with arguments: ["User", 12] (id=83620) (queue=default) COMPLETED after 0.0510
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.755228 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [cd1a3bdb-e902-4e5c-b5e2-1617145c1fce] from DelayedJob(default) with arguments: ["User", 13] (id=83621) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.782215 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: cd1a3bdb-e902-4e5c-b5e2-1617145c1fce) from DelayedJob(default) with arguments: "User", 13
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.817179 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/13?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.840167 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.845748 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: cd1a3bdb-e902-4e5c-b5e2-1617145c1fce) from DelayedJob(default) in 62.01ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.847718 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [cd1a3bdb-e902-4e5c-b5e2-1617145c1fce] from DelayedJob(default) with arguments: ["User", 13] (id=83621) (queue=default) COMPLETED after 0.0920
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.851051 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [f0c56431-34f5-46a7-9620-458c44d87fc8] from DelayedJob(default) with arguments: ["User", 14] (id=83622) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.903707 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: f0c56431-34f5-46a7-9620-458c44d87fc8) from DelayedJob(default) with arguments: "User", 14
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.921727 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/14?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.933936 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.941460 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: f0c56431-34f5-46a7-9620-458c44d87fc8) from DelayedJob(default) in 36.81ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.943293 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [f0c56431-34f5-46a7-9620-458c44d87fc8] from DelayedJob(default) with arguments: ["User", 14] (id=83622) (queue=default) COMPLETED after 0.0900
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.945705 #1-46965976969580]  INFO -- : 2020-01-31T04:47:06+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [da59dc07-7f07-4723-8767-78c92338dd64] from DelayedJob(default) with arguments: ["User", 15] (id=83623) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.970754 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: da59dc07-7f07-4723-8767-78c92338dd64) from DelayedJob(default) with arguments: "User", 15
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:06.990275 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/15?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.005624 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.014541 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: da59dc07-7f07-4723-8767-78c92338dd64) from DelayedJob(default) in 43.19ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.016440 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [da59dc07-7f07-4723-8767-78c92338dd64] from DelayedJob(default) with arguments: ["User", 15] (id=83623) (queue=default) COMPLETED after 0.0700
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.018845 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [a6301df3-54d0-4b2d-a91c-180ece667d6a] from DelayedJob(default) with arguments: ["User", 16] (id=83624) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.069591 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: a6301df3-54d0-4b2d-a91c-180ece667d6a) from DelayedJob(default) with arguments: "User", 16
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.092728 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/16?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.101750 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.109650 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: a6301df3-54d0-4b2d-a91c-180ece667d6a) from DelayedJob(default) in 39.0ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.111738 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [a6301df3-54d0-4b2d-a91c-180ece667d6a] from DelayedJob(default) with arguments: ["User", 16] (id=83624) (queue=default) COMPLETED after 0.0904
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.114362 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [89d03a2d-a234-44af-8ece-afa513b9c4b3] from DelayedJob(default) with arguments: ["User", 17] (id=83625) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.165576 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 89d03a2d-a234-44af-8ece-afa513b9c4b3) from DelayedJob(default) with arguments: "User", 17
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.189269 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/17?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.195450 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.201459 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 89d03a2d-a234-44af-8ece-afa513b9c4b3) from DelayedJob(default) in 35.0ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.205712 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [89d03a2d-a234-44af-8ece-afa513b9c4b3] from DelayedJob(default) with arguments: ["User", 17] (id=83625) (queue=default) COMPLETED after 0.0884
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.208150 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [5f8c2094-3a8e-4302-88da-fdbc2cb9b9a7] from DelayedJob(default) with arguments: ["User", 18] (id=83626) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.259044 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 5f8c2094-3a8e-4302-88da-fdbc2cb9b9a7) from DelayedJob(default) with arguments: "User", 18
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.287337 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/18?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.292732 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.301351 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 5f8c2094-3a8e-4302-88da-fdbc2cb9b9a7) from DelayedJob(default) in 41.43ms
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.303281 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [5f8c2094-3a8e-4302-88da-fdbc2cb9b9a7] from DelayedJob(default) with arguments: ["User", 18] (id=83626) (queue=default) COMPLETED after 0.0946
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.305808 #1-46965976969580]  INFO -- : 2020-01-31T04:47:07+0000: [Worker(host:732e684b3c1f pid:1)] Job SearchIndexJob [1f0afb77-c421-45af-949b-b29f5fc7cfe8] from DelayedJob(default) with arguments: ["User", 19] (id=83627) (queue=default) RUNNING
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.359119 #1-46965976969580]  INFO -- : Performing SearchIndexJob (Job ID: 1f0afb77-c421-45af-949b-b29f5fc7cfe8) from DelayedJob(default) with arguments: "User", 19
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.398495 #1-46965976969580]  INFO -- : # curl -X post "http://zammad-elasticsearch:9200/zammad_production/User/19?pipeline=zammad228969345369" 
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.404290 #1-46965976969580]  INFO -- : # 200
[36mzammad-scheduler_1      |[0m I, [2020-01-31T04:47:07.409692 #1-46965976969580]  INFO -- : Performed SearchIndexJob (Job ID: 1f0afb77-c421-45af-949b-b29f5fc7cfe8) from DelayedJob(default) in 49.68ms
